SourceNode	TargetNode	Weight	SourceLayer	TargetLayer
YOR244W:2	YDR359C:2	1	Layer6	Layer6
YOR244W:2	YNL107W:2	1	Layer6	Layer6
YOR244W:2	YML007W:2	1	Layer6	Layer6
YBR102C:2	YLR166C:2	1	Layer6	Layer6
YBR102C:2	YER008C:2	1	Layer6	Layer6
YBR102C:2	YDR166C:2	1	Layer6	Layer6
YBR102C:2	YIL068C:2	1	Layer6	Layer6
YBR102C:2	YPR055W:2	1	Layer6	Layer6
YBR102C:2	YML097C:2	1	Layer6	Layer6
YDR021W:2	YNL271C:2	1	Layer6	Layer6
YJR093C:2	YDR301W:2	1	Layer6	Layer6
YJR093C:2	YLR115W:2	1	Layer6	Layer6
YJR093C:2	YKR002W:2	1	Layer6	Layer6
YJR093C:2	YNL317W:2	1	Layer6	Layer6
YJR093C:2	YAL043C:2	1	Layer6	Layer6
YJR093C:2	YMR061W:2	1	Layer6	Layer6
YJR093C:2	YGR156W:2	1	Layer6	Layer6
YJR093C:2	YKL059C:2	1	Layer6	Layer6
YJR093C:2	YLR221C:2	1	Layer6	Layer6
YJR093C:2	YML030W:2	1	Layer6	Layer6
YJR093C:2	YLR277C:2	1	Layer6	Layer6
YNL135C:2	YNL023C:2	1	Layer6	Layer6
YNL135C:2	YLR005W:2	1	Layer6	Layer6
YNL135C:2	YDR311W:2	1	Layer6	Layer6
YLR060W:2	YFL022C:2	1	Layer6	Layer6
YBR207W:2	YOL086C:2	1	Layer6	Layer6
YBR207W:2	YFL041W:2	1	Layer6	Layer6
YBR207W:2	YLR342W:2	1	Layer6	Layer6
YBR207W:2	YEL022W:2	1	Layer6	Layer6
YBR207W:2	YER110C:2	1	Layer6	Layer6
YBR207W:2	YER021W:2	1	Layer6	Layer6
YHR089C:2	YLR175W:2	1	Layer6	Layer6
YHR089C:2	YDL051W:2	1	Layer6	Layer6
YHR089C:2	YBR084W:2	1	Layer6	Layer6
YHR089C:2	YNL005C:2	1	Layer6	Layer6
YHR089C:2	YPL043W:2	1	Layer6	Layer6
YHR089C:2	YNL262W:2	1	Layer6	Layer6
YHR089C:2	YGL049C:2	1	Layer6	Layer6
YHR089C:2	YBL004W:2	1	Layer6	Layer6
YHR089C:2	YDR496C:2	1	Layer6	Layer6
YHR089C:2	YKL014C:2	1	Layer6	Layer6
YHR089C:2	YPL012W:2	1	Layer6	Layer6
YOR260W:2	YER025W:2	1	Layer6	Layer6
YOR260W:2	YGR083C:2	1	Layer6	Layer6
YOR260W:2	YDR211W:2	1	Layer6	Layer6
YOR260W:2	YLR291C:2	1	Layer6	Layer6
YOR260W:2	YKR026C:2	1	Layer6	Layer6
YOR260W:2	YLR044C:2	1	Layer6	Layer6
YOR260W:2	YJR007W:2	1	Layer6	Layer6
YOR260W:2	YPL237W:2	1	Layer6	Layer6
YDR211W:2	YER025W:2	1	Layer6	Layer6
YDR211W:2	YGR083C:2	1	Layer6	Layer6
YDR211W:2	YLR291C:2	1	Layer6	Layer6
YDR211W:2	YKR026C:2	1	Layer6	Layer6
YDR211W:2	YJR007W:2	1	Layer6	Layer6
YDR211W:2	YPL237W:2	1	Layer6	Layer6
YDR283C:2	YBL074C:2	1	Layer6	Layer6
YDR283C:2	YGR091W:2	1	Layer6	Layer6
YDR283C:2	YPR178W:2	1	Layer6	Layer6
YDR283C:2	YBR055C:2	1	Layer6	Layer6
YDR283C:2	YKL173W:2	1	Layer6	Layer6
YDR283C:2	YOR308C:2	1	Layer6	Layer6
YDR283C:2	YLR409C:2	1	Layer6	Layer6
YFR009W:2	YGL195W:2	1	Layer6	Layer6
YKR026C:2	YDL143W:2	1	Layer6	Layer6
YKR026C:2	YGL206C:2	1	Layer6	Layer6
YKR026C:2	YER025W:2	1	Layer6	Layer6
YKR026C:2	YGR083C:2	1	Layer6	Layer6
YKR026C:2	YLR291C:2	1	Layer6	Layer6
YKR026C:2	YHL032C:2	1	Layer6	Layer6
YKR026C:2	YPL237W:2	1	Layer6	Layer6
YER136W:2	YFL038C:2	1	Layer6	Layer6
YER136W:2	YER031C:2	1	Layer6	Layer6
YER136W:2	YKR014C:2	1	Layer6	Layer6
YHR108W:2	YGL206C:2	1	Layer6	Layer6
YHR108W:2	YGL195W:2	1	Layer6	Layer6
YHR108W:2	YIL094C:2	1	Layer6	Layer6
YER122C:2	YDL145C:2	1	Layer6	Layer6
YER122C:2	YNL287W:2	1	Layer6	Layer6
YER122C:2	YDR238C:2	1	Layer6	Layer6
YER122C:2	YGL137W:2	1	Layer6	Layer6
YGL142C:2	YML012W:2	1	Layer6	Layer6
YGR163W:2	YBR158W:2	1	Layer6	Layer6
YGR163W:2	YGR098C:2	1	Layer6	Layer6
YGR163W:2	YPL235W:2	1	Layer6	Layer6
YGR163W:2	YGL207W:2	1	Layer6	Layer6
YGR163W:2	YCR015C:2	1	Layer6	Layer6
YGR163W:2	YGR203W:2	1	Layer6	Layer6
YGL237C:2	YOR358W:2	1	Layer6	Layer6
YPL001W:2	YEL056W:2	1	Layer6	Layer6
YPL001W:2	YLL022C:2	1	Layer6	Layer6
YPL001W:2	YMR309C:2	1	Layer6	Layer6
YPL001W:2	YOR361C:2	1	Layer6	Layer6
YPL001W:2	YBR079C:2	1	Layer6	Layer6
YEL056W:2	YNL030W:2	1	Layer6	Layer6
YJL033W:2	YLR175W:2	1	Layer6	Layer6
YJL033W:2	YLR115W:2	1	Layer6	Layer6
YJL033W:2	YJR093C:2	1	Layer6	Layer6
YJL033W:2	YER133W:2	1	Layer6	Layer6
YJL033W:2	YMR290C:2	1	Layer6	Layer6
YJL033W:2	YDL014W:2	1	Layer6	Layer6
YJL033W:2	YOL041C:2	1	Layer6	Layer6
YJL033W:2	YOR310C:2	1	Layer6	Layer6
YJL033W:2	YKR002W:2	1	Layer6	Layer6
YJL033W:2	YNL317W:2	1	Layer6	Layer6
YJL033W:2	YAL043C:2	1	Layer6	Layer6
YJL033W:2	YDR195W:2	1	Layer6	Layer6
YJL033W:2	YMR061W:2	1	Layer6	Layer6
YJL033W:2	YLR197W:2	1	Layer6	Layer6
YJL033W:2	YCL037C:2	1	Layer6	Layer6
YJL033W:2	YGR156W:2	1	Layer6	Layer6
YJL033W:2	YLR277C:2	1	Layer6	Layer6
YNL021W:2	YPR179C:2	1	Layer6	Layer6
YNL021W:2	YDR295C:2	1	Layer6	Layer6
YBR009C:2	YDL070W:2	1	Layer6	Layer6
YBR009C:2	YGL190C:2	1	Layer6	Layer6
YBR009C:2	YGL019W:2	1	Layer6	Layer6
YBR009C:2	YKR054C:2	1	Layer6	Layer6
YBR009C:2	YMR176W:2	1	Layer6	Layer6
YBR009C:2	YEL046C:2	1	Layer6	Layer6
YBR009C:2	YPL001W:2	1	Layer6	Layer6
YBR009C:2	YER065C:2	1	Layer6	Layer6
YBR009C:2	YJR138W:2	1	Layer6	Layer6
YBR009C:2	YER110C:2	1	Layer6	Layer6
YBR009C:2	YNL132W:2	1	Layer6	Layer6
YBR009C:2	YMR021C:2	1	Layer6	Layer6
YBR009C:2	YBR084W:2	1	Layer6	Layer6
YBR009C:2	YOR188W:2	1	Layer6	Layer6
YBR009C:2	YJR132W:2	1	Layer6	Layer6
YBR009C:2	YGR240C:2	1	Layer6	Layer6
YBR009C:2	YDR300C:2	1	Layer6	Layer6
YBR009C:2	YGR170W:2	1	Layer6	Layer6
YBR009C:2	YMR308C:2	1	Layer6	Layer6
YBR009C:2	YPR010C:2	1	Layer6	Layer6
YBR009C:2	YPR110C:2	1	Layer6	Layer6
YBR009C:2	YDR303C:2	1	Layer6	Layer6
YBR009C:2	YLR180W:2	1	Layer6	Layer6
YBR009C:2	YBL088C:2	1	Layer6	Layer6
YBR009C:2	YER093C:2	1	Layer6	Layer6
YBR009C:2	YDL058W:2	1	Layer6	Layer6
YBR009C:2	YJL222W:2	1	Layer6	Layer6
YBR009C:2	YBL004W:2	1	Layer6	Layer6
YBR009C:2	YFR006W:2	1	Layer6	Layer6
YBR009C:2	YLR106C:2	1	Layer6	Layer6
YBR009C:2	YLR239C:2	1	Layer6	Layer6
YBR009C:2	YOL054W:2	1	Layer6	Layer6
YCL030C:2	YDL160C:2	1	Layer6	Layer6
YCL030C:2	YLR044C:2	1	Layer6	Layer6
YCL030C:2	YLR180W:2	1	Layer6	Layer6
YCL030C:2	YML124C:2	1	Layer6	Layer6
YOL123W:2	YMR064W:2	1	Layer6	Layer6
YOL123W:2	YMR282C:2	1	Layer6	Layer6
YOL123W:2	YDR023W:2	1	Layer6	Layer6
YOL123W:2	YDR350C:2	1	Layer6	Layer6
YOL123W:2	YDL060W:2	1	Layer6	Layer6
YOL133W:2	YOR319W:2	1	Layer6	Layer6
YMR288W:2	YML049C:2	1	Layer6	Layer6
YBR272C:2	YPL001W:2	1	Layer6	Layer6
YBR272C:2	YEL056W:2	1	Layer6	Layer6
YBR272C:2	YNL030W:2	1	Layer6	Layer6
YBR272C:2	YLL022C:2	1	Layer6	Layer6
YBR272C:2	YFR052W:2	1	Layer6	Layer6
YBR272C:2	YER021W:2	1	Layer6	Layer6
YBR272C:2	YDL097C:2	1	Layer6	Layer6
YBR272C:2	YOR261C:2	1	Layer6	Layer6
YBR272C:2	YDR427W:2	1	Layer6	Layer6
YBR272C:2	YDL007W:2	1	Layer6	Layer6
YBR272C:2	YDR394W:2	1	Layer6	Layer6
YBR272C:2	YOR117W:2	1	Layer6	Layer6
YBR272C:2	YGL048C:2	1	Layer6	Layer6
YBR272C:2	YOL054W:2	1	Layer6	Layer6
YOL068C:2	YBR103W:2	1	Layer6	Layer6
YBL002W:2	YPR175W:2	1	Layer6	Layer6
YBL002W:2	YDR121W:2	1	Layer6	Layer6
YBL002W:2	YBR245C:2	1	Layer6	Layer6
YBL002W:2	YOR304W:2	1	Layer6	Layer6
YBL002W:2	YGL241W:2	1	Layer6	Layer6
YBL002W:2	YPL082C:2	1	Layer6	Layer6
YBL002W:2	YKR048C:2	1	Layer6	Layer6
YBL002W:2	YMR091C:2	1	Layer6	Layer6
YBL002W:2	YNL262W:2	1	Layer6	Layer6
YBL002W:2	YOR207C:2	1	Layer6	Layer6
YBL002W:2	YPR010C:2	1	Layer6	Layer6
YBL002W:2	YPR190C:2	1	Layer6	Layer6
YBL002W:2	YOR116C:2	1	Layer6	Layer6
YBL002W:2	YIL126W:2	1	Layer6	Layer6
YBL002W:2	YOL006C:2	1	Layer6	Layer6
YBL002W:2	YKR001C:2	1	Layer6	Layer6
YBL002W:2	YDR496C:2	1	Layer6	Layer6
YBR107C:2	YBR211C:2	1	Layer6	Layer6
YBR107C:2	YDR254W:2	1	Layer6	Layer6
YBR107C:2	YPL018W:2	1	Layer6	Layer6
YBR107C:2	YDR318W:2	1	Layer6	Layer6
YBR107C:2	YJR135C:2	1	Layer6	Layer6
YBR107C:2	YDR383C:2	1	Layer6	Layer6
YBR107C:2	YLR381W:2	1	Layer6	Layer6
YBR011C:2	YMR267W:2	1	Layer6	Layer6
YBR011C:2	YGL120C:2	1	Layer6	Layer6
YBR011C:2	YLR371W:2	1	Layer6	Layer6
YBR011C:2	YLR425W:2	1	Layer6	Layer6
YBR011C:2	YDL203C:2	1	Layer6	Layer6
YBR011C:2	YPL066W:2	1	Layer6	Layer6
YIL026C:2	YER110C:2	1	Layer6	Layer6
YNL265C:2	YOR260W:2	1	Layer6	Layer6
YNL265C:2	YGR083C:2	1	Layer6	Layer6
YNL265C:2	YDR211W:2	1	Layer6	Layer6
YNL265C:2	YLR291C:2	1	Layer6	Layer6
YNL265C:2	YKR026C:2	1	Layer6	Layer6
YNL265C:2	YDR300C:2	1	Layer6	Layer6
YBR236C:1	YBR236C:2	1	Layer5	Layer6
YNR016C:1	YNR016C:2	1	Layer5	Layer6
YLR359W:1	YLR359W:2	1	Layer5	Layer6
YMR300C:1	YMR300C:2	1	Layer5	Layer6
YPR180W:1	YPR180W:2	1	Layer5	Layer6
YLR127C:1	YLR127C:2	1	Layer5	Layer6
YBR128C:1	YBR128C:2	1	Layer5	Layer6
YKL135C:1	YKL135C:2	1	Layer5	Layer6
YBL037W:1	YBL037W:2	1	Layer5	Layer6
YPL195W:1	YPL195W:2	1	Layer5	Layer6
YGR261C:1	YGR261C:2	1	Layer5	Layer6
YIL062C:1	YIL062C:2	1	Layer5	Layer6
YLR370C:1	YLR370C:2	1	Layer5	Layer6
YNR035C:1	YNR035C:2	1	Layer5	Layer6
YBR234C:1	YBR234C:2	1	Layer5	Layer6
YHR013C:1	YHR013C:2	1	Layer5	Layer6
YDR127W:1	YDR127W:2	1	Layer5	Layer6
YDL029W:1	YDL029W:2	1	Layer5	Layer6
YJR065C:1	YJR065C:2	1	Layer5	Layer6
YJL115W:1	YJL115W:2	1	Layer5	Layer6
YJR148W:1	YJR148W:2	1	Layer5	Layer6
YDL070W:1	YDL070W:2	1	Layer5	Layer6
YBR200W:1	YBR200W:2	1	Layer5	Layer6
YKR068C:1	YKR068C:2	1	Layer5	Layer6
YJL031C:1	YJL031C:2	1	Layer5	Layer6
YDR099W:1	YDR099W:2	1	Layer5	Layer6
YAR014C:1	YAR014C:2	1	Layer5	Layer6
YGR090W:1	YGR090W:2	1	Layer5	Layer6
YAL035W:1	YAL035W:2	1	Layer5	Layer6
YKL059C:1	YKL059C:2	1	Layer5	Layer6
YKR081C:1	YKR081C:2	1	Layer5	Layer6
YNL110C:1	YNL110C:2	1	Layer5	Layer6
YOR056C:1	YOR056C:2	1	Layer5	Layer6
YLR277C:1	YLR277C:2	1	Layer5	Layer6
YMR273C:1	YMR273C:2	1	Layer5	Layer6
YML109W:1	YML109W:2	1	Layer5	Layer6
YGR285C:1	YGR285C:2	1	Layer5	Layer6
YML010W:1	YML010W:2	1	Layer5	Layer6
YJR064W:1	YJR064W:2	1	Layer5	Layer6
YDL047W:1	YDL047W:2	1	Layer5	Layer6
YLR386W:1	YLR386W:2	1	Layer5	Layer6
YOR361C:1	YOR361C:2	1	Layer5	Layer6
YAL012W:1	YAL012W:2	1	Layer5	Layer6
YMR235C:1	YMR235C:2	1	Layer5	Layer6
YOL086C:1	YOL086C:2	1	Layer5	Layer6
YDR390C:1	YDR390C:2	1	Layer5	Layer6
YLR249W:1	YLR249W:2	1	Layer5	Layer6
YNL172W:1	YNL172W:2	1	Layer5	Layer6
YKL022C:1	YKL022C:2	1	Layer5	Layer6
YHR166C:1	YHR166C:2	1	Layer5	Layer6
YBL084C:1	YBL084C:2	1	Layer5	Layer6
YDL185W:1	YDL185W:2	1	Layer5	Layer6
YPL120W:1	YPL120W:2	1	Layer5	Layer6
YPR029C:1	YPR029C:2	1	Layer5	Layer6
YPL259C:1	YPL259C:2	1	Layer5	Layer6
YHL019C:1	YHL019C:2	1	Layer5	Layer6
YLR170C:1	YLR170C:2	1	Layer5	Layer6
YBR084W:1	YBR084W:2	1	Layer5	Layer6
YPR010C:1	YPR010C:2	1	Layer5	Layer6
YJR005W:1	YJR005W:2	1	Layer5	Layer6
YOL062C:1	YOL062C:2	1	Layer5	Layer6
YJR058C:1	YJR058C:2	1	Layer5	Layer6
YBR288C:1	YBR288C:2	1	Layer5	Layer6
YJL024C:1	YJL024C:2	1	Layer5	Layer6
YGL019W:1	YGL019W:2	1	Layer5	Layer6
YHR174W:1	YHR174W:2	1	Layer5	Layer6
YKL013C:1	YKL013C:2	1	Layer5	Layer6
YGR240C:1	YGR240C:2	1	Layer5	Layer6
YMR116C:1	YMR116C:2	1	Layer5	Layer6
YGR254W:1	YGR254W:2	1	Layer5	Layer6
YHR023W:1	YHR023W:2	1	Layer5	Layer6
YDL040C:1	YDL040C:2	1	Layer5	Layer6
YJL008C:1	YJL008C:2	1	Layer5	Layer6
YKL104C:1	YKL104C:2	1	Layer5	Layer6
YMR186W:1	YMR186W:2	1	Layer5	Layer6
YOR136W:1	YOR136W:2	1	Layer5	Layer6
YDR427W:1	YDR427W:2	1	Layer5	Layer6
YGL048C:1	YGL048C:2	1	Layer5	Layer6
YPL235W:1	YPL235W:2	1	Layer5	Layer6
YGR234W:1	YGR234W:2	1	Layer5	Layer6
YNR053C:1	YNR053C:2	1	Layer5	Layer6
YJR140C:1	YJR140C:2	1	Layer5	Layer6
YIL070C:1	YIL070C:2	1	Layer5	Layer6
YPL153C:1	YPL153C:2	1	Layer5	Layer6
YJL026W:1	YJL026W:2	1	Layer5	Layer6
YGR180C:1	YGR180C:2	1	Layer5	Layer6
YHR208W:1	YHR208W:2	1	Layer5	Layer6
YLR399C:1	YLR399C:2	1	Layer5	Layer6
YER114C:1	YER114C:2	1	Layer5	Layer6
YAL041W:1	YAL041W:2	1	Layer5	Layer6
YML077W:1	YML077W:2	1	Layer5	Layer6
YLR342W:1	YLR342W:2	1	Layer5	Layer6
YDR108W:1	YDR108W:2	1	Layer5	Layer6
YGR166W:1	YGR166W:2	1	Layer5	Layer6
YDR407C:1	YDR407C:2	1	Layer5	Layer6
YMR218C:1	YMR218C:2	1	Layer5	Layer6
YBR254C:1	YBR254C:2	1	Layer5	Layer6
YDR246W:1	YDR246W:2	1	Layer5	Layer6
YDR472W:1	YDR472W:2	1	Layer5	Layer6
YOR115C:1	YOR115C:2	1	Layer5	Layer6
YPR176C:1	YPR176C:2	1	Layer5	Layer6
YER177W:1	YER177W:2	1	Layer5	Layer6
YDR001C:1	YDR001C:2	1	Layer5	Layer6
YBR001C:1	YBR001C:2	1	Layer5	Layer6
YNL267W:1	YNL267W:2	1	Layer5	Layer6
YGL252C:1	YGL252C:2	1	Layer5	Layer6
YAL017W:1	YAL017W:2	1	Layer5	Layer6
YDL014W:1	YDL014W:2	1	Layer5	Layer6
YDL148C:1	YDL148C:2	1	Layer5	Layer6
YBL004W:1	YBL004W:2	1	Layer5	Layer6
YDR449C:1	YDR449C:2	1	Layer5	Layer6
YLR409C:1	YLR409C:2	1	Layer5	Layer6
YOR206W:1	YOR206W:2	1	Layer5	Layer6
YPR144C:1	YPR144C:2	1	Layer5	Layer6
YER029C:1	YER029C:2	1	Layer5	Layer6
YLR275W:1	YLR275W:2	1	Layer5	Layer6
YIL061C:1	YIL061C:2	1	Layer5	Layer6
YDR240C:1	YDR240C:2	1	Layer5	Layer6
YGR013W:1	YGR013W:2	1	Layer5	Layer6
YMR125W:1	YMR125W:2	1	Layer5	Layer6
YNL030W:1	YNL030W:2	1	Layer5	Layer6
YMR309C:1	YMR309C:2	1	Layer5	Layer6
YDR496C:1	YDR496C:2	1	Layer5	Layer6
YLR314C:1	YLR314C:2	1	Layer5	Layer6
YMR093W:1	YMR093W:2	1	Layer5	Layer6
YDR364C:1	YDR364C:2	1	Layer5	Layer6
YLR117C:1	YLR117C:2	1	Layer5	Layer6
YPL213W:1	YPL213W:2	1	Layer5	Layer6
YLL036C:1	YLL036C:2	1	Layer5	Layer6
YGL120C:1	YGL120C:2	1	Layer5	Layer6
YAL032C:1	YAL032C:2	1	Layer5	Layer6
YPL151C:1	YPL151C:2	1	Layer5	Layer6
YPR101W:1	YPR101W:2	1	Layer5	Layer6
YKL173W:1	YKL173W:2	1	Layer5	Layer6
YDR416W:1	YDR416W:2	1	Layer5	Layer6
YDL209C:1	YDL209C:2	1	Layer5	Layer6
YGR278W:1	YGR278W:2	1	Layer5	Layer6
YER133W:1	YER133W:2	1	Layer5	Layer6
YDR228C:1	YDR228C:2	1	Layer5	Layer6
YNL317W:1	YNL317W:2	1	Layer5	Layer6
YMR061W:1	YMR061W:2	1	Layer5	Layer6
YGL049C:1	YGL049C:2	1	Layer5	Layer6
YGR156W:1	YGR156W:2	1	Layer5	Layer6
YOL077C:1	YOL077C:2	1	Layer5	Layer6
YDL031W:1	YDL031W:2	1	Layer5	Layer6
YLL008W:1	YLL008W:2	1	Layer5	Layer6
YMR049C:1	YMR049C:2	1	Layer5	Layer6
YMR290C:1	YMR290C:2	1	Layer5	Layer6
YER126C:1	YER126C:2	1	Layer5	Layer6
YPL211W:1	YPL211W:2	1	Layer5	Layer6
YPL093W:1	YPL093W:2	1	Layer5	Layer6
YNL061W:1	YNL061W:2	1	Layer5	Layer6
YNL002C:1	YNL002C:2	1	Layer5	Layer6
YDR087C:1	YDR087C:2	1	Layer5	Layer6
YGR245C:1	YGR245C:2	1	Layer5	Layer6
YDR101C:1	YDR101C:2	1	Layer5	Layer6
YER006W:1	YER006W:2	1	Layer5	Layer6
YGL111W:1	YGL111W:2	1	Layer5	Layer6
YGR103W:1	YGR103W:2	1	Layer5	Layer6
YHR052W:1	YHR052W:2	1	Layer5	Layer6
YHR197W:1	YHR197W:2	1	Layer5	Layer6
YLR002C:1	YLR002C:2	1	Layer5	Layer6
YOR272W:1	YOR272W:2	1	Layer5	Layer6
YML124C:1	YML124C:2	1	Layer5	Layer6
YHR121W:1	YHR121W:2	1	Layer5	Layer6
YOR341W:1	YOR341W:2	1	Layer5	Layer6
YBR221C:1	YBR221C:2	1	Layer5	Layer6
YMR308C:1	YMR308C:2	1	Layer5	Layer6
YPL043W:1	YPL043W:2	1	Layer5	Layer6
YHR088W:1	YHR088W:2	1	Layer5	Layer6
YLR106C:1	YLR106C:2	1	Layer5	Layer6
YNL182C:1	YNL182C:2	1	Layer5	Layer6
YPL012W:1	YPL012W:2	1	Layer5	Layer6
YLR044C:1	YLR044C:2	1	Layer5	Layer6
YLR371W:1	YLR371W:2	1	Layer5	Layer6
YBR169C:1	YBR169C:2	1	Layer5	Layer6
YER155C:1	YER155C:2	1	Layer5	Layer6
YBR247C:1	YBR247C:2	1	Layer5	Layer6
YKL143W:1	YKL143W:2	1	Layer5	Layer6
YOR290C:1	YOR290C:2	1	Layer5	Layer6
YER110C:1	YER110C:2	1	Layer5	Layer6
YIL094C:1	YIL094C:2	1	Layer5	Layer6
YOR117W:1	YOR117W:2	1	Layer5	Layer6
YDL060W:1	YDL060W:2	1	Layer5	Layer6
YDR195W:1	YDR195W:2	1	Layer5	Layer6
YDR301W:1	YDR301W:2	1	Layer5	Layer6
YLR115W:1	YLR115W:2	1	Layer5	Layer6
YJR093C:1	YJR093C:2	1	Layer5	Layer6
YLR208W:1	YLR208W:2	1	Layer5	Layer6
YLR347C:1	YLR347C:2	1	Layer5	Layer6
YDL188C:1	YDL188C:2	1	Layer5	Layer6
YBR103W:1	YBR103W:2	1	Layer5	Layer6
YNL189W:1	YNL189W:2	1	Layer5	Layer6
YCR033W:1	YCR033W:2	1	Layer5	Layer6
YIL112W:1	YIL112W:2	1	Layer5	Layer6
YHR064C:1	YHR064C:2	1	Layer5	Layer6
YGR162W:1	YGR162W:2	1	Layer5	Layer6
