SCENE_PAN	 	 	 	 	 	 	 	 
-320	10	0.456302989349695	#000000	 	 	 	 	 
RBM28_Proteins---PABPC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RBX1_Proteins---CUL2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
REEP5_Proteins---YIF1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
REEP5_Proteins---RTN4_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
REEP6_Proteins---REEP5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
REEP6_Proteins---YIF1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
REEP6_Proteins---RTN4_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RPL36_Proteins---DDX21_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RPL36_Proteins---UPF1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RPL36_Proteins---RBM28_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RPL36_Proteins---MOV10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RPL36_Proteins---PABPC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RRP9_Proteins---RPL36_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RRP9_Proteins---DDX21_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RRP9_Proteins---UPF1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RRP9_Proteins---RBM28_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RRP9_Proteins---MOV10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RRP9_Proteins---PABPC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
SIL1_Proteins---HYOU1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
SIL1_Proteins---NGLY1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
SIL1_Proteins---TOR1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
SIL1_Proteins---FOXRED2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
SIL1_Proteins---SDF2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
SLC25A1_Proteins---SLC30A7_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
SLC25A1_Proteins---SLC30A9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
SLC30A7_Proteins---SLC30A9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
SRP54_Proteins---SRP19_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
SRP72_Proteins---SRP54_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
SRP72_Proteins---SRP19_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
TBK1_Proteins---TBKBP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
TIMM10_Proteins---TIMM29_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
TIMM10_Proteins---TIMM9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
TIMM10_Proteins---TIMM10B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
TIMM29_Proteins---TIMM9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
TIMM29_Proteins---TIMM10B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
TIMM9_Proteins---TIMM10B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
TLE1_Proteins---TLE3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
TLE1_Proteins---TLE5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
TLE3_Proteins---TLE5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
TOR1A_Proteins---FOXRED2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
TOR1A_Proteins---SDF2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
TUBGCP2_Proteins---TUBGCP3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
UBAP2L_Proteins---UBAP2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
UGGT2_Proteins---ERO1B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
UGGT2_Proteins---SIL1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
UGGT2_Proteins---HYOU1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
UGGT2_Proteins---NGLY1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
UGGT2_Proteins---TOR1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
UGGT2_Proteins---FOXRED2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
UGGT2_Proteins---SDF2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
UPF1_Proteins---RBM28_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
UPF1_Proteins---MOV10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
UPF1_Proteins---PABPC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
VPS39_Proteins---VPS11_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
WASHC4_Proteins---FKBP15_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
YIF1A_Proteins---RTN4_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ZNF503_Proteins---DCAF7_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ZYG11B_Proteins---ELOC_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ZYG11B_Proteins---ELOB_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ZYG11B_Proteins---RBX1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ZYG11B_Proteins---CUL2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
E_SARS-CoV-2---AP3B1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
E_SARS-CoV-2---BRD4_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
E_SARS-CoV-2---BRD2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
E_SARS-CoV-2---CWC27_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
E_SARS-CoV-2---ZC3H18_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
E_SARS-CoV-2---SLC44A2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---PMPCB_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---YIF1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---ATP1B1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---ACADM_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---ETFA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---STOM_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---GGCX_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---ATP6V1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---PSMD8_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---REEP5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---PMPCA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---ANO6_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---PITRM1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---SLC30A9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---FASTKD5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---SLC30A7_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---TUBGCP3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---COQ8B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---SAAL1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---REEP6_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---INTS4_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---SLC25A21_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---TUBGCP2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---TARS2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---RTN4_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---FAM8A1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---AASS_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---AKAP8L_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---AAR2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
M_SARS-CoV-2---BZW2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
N_SARS-CoV-2---RRP9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
N_SARS-CoV-2---PABPC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
N_SARS-CoV-2---CSNK2A2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
N_SARS-CoV-2---CSNK2B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
N_SARS-CoV-2---G3BP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
N_SARS-CoV-2---PABPC4_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
N_SARS-CoV-2---LARP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
N_SARS-CoV-2---FAM98A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
N_SARS-CoV-2---SNIP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
N_SARS-CoV-2---UPF1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
N_SARS-CoV-2---MOV10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
N_SARS-CoV-2---G3BP2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
N_SARS-CoV-2---DDX21_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
N_SARS-CoV-2---RBM28_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
N_SARS-CoV-2---RPL36_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Spike_SARS-CoV-2---GOLGA7_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Spike_SARS-CoV-2---ZDHHC5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp1_SARS-CoV-2---POLA1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp1_SARS-CoV-2---PRIM1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp1_SARS-CoV-2---PRIM2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp1_SARS-CoV-2---POLA2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp1_SARS-CoV-2---COLGALT1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp1_SARS-CoV-2---PKP2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp10_SARS-CoV-2---AP2A2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp10_SARS-CoV-2---GFER_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp10_SARS-CoV-2---ERGIC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp10_SARS-CoV-2---AP2M1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp10_SARS-CoV-2---GRPEL1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp11_SARS-CoV-2---TBCA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp12_SARS-CoV-2---SBNO1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp12_SARS-CoV-2---BCKDK_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp12_SARS-CoV-2---AKAP8_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp12_SARS-CoV-2---MYCBP2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp12_SARS-CoV-2---SLU7_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp12_SARS-CoV-2---RIPK1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp12_SARS-CoV-2---UBAP2L_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp12_SARS-CoV-2---TYSND1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp12_SARS-CoV-2---PDZD11_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp12_SARS-CoV-2---PRRC2B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp12_SARS-CoV-2---UBAP2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp12_SARS-CoV-2---ZNF318_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp12_SARS-CoV-2---CRTC3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp12_SARS-CoV-2---USP54_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp12_SARS-CoV-2---ZC3H7A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp12_SARS-CoV-2---LARP4B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp12_SARS-CoV-2---RBM41_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp12_SARS-CoV-2---TCF12_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp12_SARS-CoV-2---PPIL3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp12_SARS-CoV-2---PLEKHA5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---TBKBP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---CIT_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---HSBP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---PCNT_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---CEP43_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---PRKAR2A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---PRKACA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---PRKAR2B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---RDX_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---CENPF_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---TLE1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---TLE3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---TLE5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---GOLGA3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---GOLGA2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---GOLGB1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---GRIPAP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---CEP350_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---PDE4DIP_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---CEP135_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---CEP68_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---CNTRL_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---ERC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---GCC2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---CLIP4_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---NIN_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---CEP112_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---MIPOL1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---USP13_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---GCC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---JAKMIP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---CDK5RAP2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---AKAP9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---GORASP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---FYCO1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---C1orf50_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---CEP250_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---TBK1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---HOOK1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp13_SARS-CoV-2---NINL_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp14_SARS-CoV-2---GLA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp14_SARS-CoV-2---IMPDH2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp14_SARS-CoV-2---SIRT5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp15_SARS-CoV-2---NUTF2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp15_SARS-CoV-2---ARF6_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp15_SARS-CoV-2---RNF41_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp2_SARS-CoV-2---SLC27A2_Proteins	0.8	#FF5FD3	 	 	 	 	 	 
Nsp2_SARS-CoV-2---EIF4E2_Proteins	1	#FF5FD3	 	 	 	 	 	 
Nsp2_SARS-CoV-2---POR_Proteins	0.8	#FF5FD3	 	 	 	 	 	 
Nsp2_SARS-CoV-2---RAP1GDS1_Proteins	0.8	#FF5FD3	 	 	 	 	 	 
Nsp2_SARS-CoV-2---WASHC4_Proteins	0.8	#FF5FD3	 	 	 	 	 	 
Nsp2_SARS-CoV-2---FKBP15_Proteins	0.8	#FF5FD3	 	 	 	 	 	 
Nsp2_SARS-CoV-2---GIGYF2_Proteins	0.8	#FF5FD3	 	 	 	 	 	 
Nsp4_SARS-CoV-2---IDE_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp4_SARS-CoV-2---TIMM10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp4_SARS-CoV-2---ALG11_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp4_SARS-CoV-2---NUP210_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp4_SARS-CoV-2---TIMM29_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp4_SARS-CoV-2---DNAJC11_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp4_SARS-CoV-2---TIMM10B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp4_SARS-CoV-2---TIMM9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp5_SARS-CoV-2---HDAC2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp5_SARS-CoV-2---GPX1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp5_SARS-CoV-2---TRMT1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp6_SARS-CoV-2---ATP5MG_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp6_SARS-CoV-2---ATP6AP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp6_SARS-CoV-2---SIGMAR1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp6_SARS-CoV-2---ATP13A3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---AGPS_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---CYB5B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---ACSL3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---CYB5R3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---RALA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---COMT_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---RAB5C_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---RAB7A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---RAB8A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---RAB2A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---RAB10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---RAB14_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---RHOA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---RAB1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---GNB1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---GNG5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---LMAN2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---MOGS_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---TOR1AIP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---MTARC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---QSOX2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---HS2ST1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---NDUFAF2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---SCCPDH_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---SCARB1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---NAT14_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---DCAKD_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---FAM162A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---DNAJC19_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---SELENOS_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---PTGES2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp7_SARS-CoV-2---RAB18_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---MPHOSPH10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---SRP72_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---ATE1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---NSD2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---SRP19_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---SRP54_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---MRPS25_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---DDX10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---LARP7_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---MEPCE_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---NGDN_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---EXOSC8_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---NARS2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---NOL10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---CCDC86_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---SEPSECS_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---EXOSC5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---EXOSC3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---AATF_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---HECTD1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---MRPS2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---MRPS5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---EXOSC2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp8_SARS-CoV-2---MRPS27_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nsp9_SARS-CoV-2---GTF2F2_Proteins	0.8	#FF5FD3	 	 	 	 	 	 
Nsp9_SARS-CoV-2---FBN1_Proteins	0.8	#FF5FD3	 	 	 	 	 	 
Nsp9_SARS-CoV-2---FBN2_Proteins	0.8	#FF5FD3	 	 	 	 	 	 
Nsp9_SARS-CoV-2---NUP214_Proteins	0.8	#FF5FD3	 	 	 	 	 	 
Nsp9_SARS-CoV-2---NUP62_Proteins	0.8	#FF5FD3	 	 	 	 	 	 
Nsp9_SARS-CoV-2---DCAF7_Proteins	0.8	#FF5FD3	 	 	 	 	 	 
Nsp9_SARS-CoV-2---EIF4H_Proteins	1	#FF5FD3	 	 	 	 	 	 
Nsp9_SARS-CoV-2---NUP54_Proteins	0.8	#FF5FD3	 	 	 	 	 	 
Nsp9_SARS-CoV-2---MIB1_Proteins	0.8	#FF5FD3	 	 	 	 	 	 
Nsp9_SARS-CoV-2---SPART_Proteins	0.8	#FF5FD3	 	 	 	 	 	 
Nsp9_SARS-CoV-2---NEK9_Proteins	0.8	#FF5FD3	 	 	 	 	 	 
Nsp9_SARS-CoV-2---ZNF503_Proteins	0.8	#FF5FD3	 	 	 	 	 	 
Nsp9_SARS-CoV-2---NUP88_Proteins	0.8	#FF5FD3	 	 	 	 	 	 
Nsp9_SARS-CoV-2---NUP58_Proteins	0.8	#FF5FD3	 	 	 	 	 	 
Nsp9_SARS-CoV-2---MAT2B_Proteins	0.8	#FF5FD3	 	 	 	 	 	 
